h	true_value	first_estimate	spre_estimate	abs_err_first_estimate	abs_err_spre_estimate
0.00390625	1.0	1.0019442212153349	0.9999983223028502	0.0019442212153348848	1.6776971497600712e-06
0.0078125	1.0	1.0038959872538011	0.999993289018901	0.0038959872538011364	6.71098109894519e-06
0.015625	1.0	1.0078221555536748	0.999973154535593	0.007822155553674826	2.684546440701041e-05
0.03125	1.0	1.0157650493200336	0.9998926058223812	0.01576504932003364	0.00010739417761884695
0.0625	1.0	1.0320131637179384	0.9995703247292768	0.03201316371793839	0.00042967527072323985
0.125	1.0	1.0659594855644499	0.9982805104353716	0.06595948556444986	0.001719489564628418
0.25	1.0	1.1396587861799068	0.9931157338874919	0.1396587861799068	0.006884266112508142
0.5	1.0	1.310334292857553	0.9724124727179245	0.310334292857553	0.027587527282075475
1.0	1.0	1.7451951500557483	0.8892461882152872	0.7451951500557483	0.11075381178471277
