h1	h2	h3	mu	var	mu_cv1	mu_cv2	mu_cv3	mu_cv4	var_cv1	var_cv2	var_cv3	var_cv4
1e-05	128.0	128.0	0.011713090432047818	5.962551184937596e-16	0.021495673034696745	0.02145966099988729	0.021495491535200223	0.021459475889888873	1.4483640878376357e-18	1.4483640879125785e-18	1.4483640878881546e-18	1.4483640878831972e-18
0.0001	64.0	64.0	0.021776068957705907	5.0959838876329004e-11	0.021639900273731277	0.02149567423790144	0.02163233321443233	0.021496654823280368	2.911003985239304e-11	2.911003985239315e-11	2.9110039852393084e-11	2.9110039852393136e-11
0.001	32.0	32.0	0.022798778279398964	1.376981193690186e-11	0.02214477856304029	0.021566607726077564	0.02221347446311447	0.021630806658870894	2.247804275890224e-12	2.2478047182251582e-12	2.2478062979912716e-12	2.2478042112124184e-12
