h1	h2	h3	mu	var	mu_cv1	mu_cv2	mu_cv3	var_cv1	var_cv2	var_cv3
1e-06	128.0	128.0	0.014926108213115144	2.4313430596690224e-08	0.021350214206865854	0.02173665966302934	0.021928446076021714	2.1105151692743796e-08	9.38006741899718e-09	8.442060677097497e-08
1e-05	64.0	64.0	0.019294894450454694	8.257855046875059e-07	0.021040695593427406	0.022617302439263128	0.02337369740987214	3.590462437025181e-07	1.5957610831222626e-07	1.4361849748100435e-06
0.0001	32.0	32.0	0.015457174903950514	3.953707386314477e-05	0.02085810849546218	0.025442380080323533	0.030532722986527178	1.7658260093522203e-06	9.184939914281859e-07	1.3124683328442507e-05
