h	mu	var	mu_cv1	mu_cv2	mu_cv3	mu_cv4	mu_cv5	mu_cv6	mu_cv7	mu_cv8	var_cv1	var_cv2	var_cv3	var_cv4	var_cv5	var_cv6	var_cv7	var_cv8
9.5367431640625e-07	0.01644808677808756	4.86205906689159e-13	0.016449129605710534	0.016448313779541625	0.016449151436666892	0.016447665645220107	0.016448728486930075	0.016448359284761144	0.016448816810151427	0.016448235607500878	2.0637855616542828e-13	2.4903867013552415e-13	2.32841033053539e-13	2.490386701355244e-13	2.49038670135524e-13	2.0637855616542813e-13	1.679310851558863e-13	2.0637855616542823e-13
1.9073486328125e-06	0.01644769110536621	5.624623820105975e-13	0.016448212169850113	0.016448952286056397	0.01644779365245323	0.016448303699480794	0.016447932103159254	0.016448524243283434	0.01644798758370671	0.016448573909820352	4.2998998063779523e-13	6.40597318093042e-13	5.145781735501484e-13	4.549169360370878e-13	6.405973180930422e-13	4.299899806377953e-13	4.549169360370878e-13	5.145781735501484e-13
3.814697265625e-06	0.016447172814361567	7.987194039762015e-14	0.016448066473116287	0.016446019760724795	0.01644764773415814	0.016447109701244186	0.016447559782834586	0.016447361432954118	0.016447670095379327	0.016446740032700632	5.861004450714972e-14	5.765997790612922e-13	4.9866181237107833e-14	4.757469031299126e-14	1.28846750456066e-13	4.998072374106781e-14	4.673665797369733e-14	4.10413794387199e-13
7.62939453125e-06	0.016446170197054296	1.4302594684204563e-12	0.0164464170814545	0.016445987042767653	0.016446057110598905	0.016446001997802714	0.016446085679055592	0.016446283123879975	0.016446200494269796	0.01644632904660524	1.4529619996652256e-12	1.4529619996652256e-12	1.4529619996652256e-12	1.4529619996652256e-12	1.4529619996652256e-12	1.4529619996652256e-12	1.4529619996652256e-12	1.4529619996652256e-12
1.52587890625e-05	0.016445158121668926	1.716575492667724e-12	0.016445289009403785	0.01644537041274357	0.016445243098394065	0.01644491255590829	0.01644489357408447	0.016445082068670538	0.016445238431109833	0.016445235823036843	1.743822722710069e-12	1.743822722710069e-12	1.743822722710069e-12	1.743822722710069e-12	1.743822722710069e-12	1.743822722710069e-12	1.743822722710069e-12	1.743822722710069e-12
3.0517578125e-05	0.01644599238318017	4.523449576454288e-12	0.01644638121648637	0.01644581472574063	0.01644623815339488	0.016445868189025662	0.016445498126282647	0.016446250884354804	0.01644594179200224	0.016445945978154134	4.595250363382134e-12	4.595250363382134e-12	4.595250363382134e-12	4.595250363382134e-12	4.595250363382134e-12	4.595250363382134e-12	4.595250363382134e-12	4.595250363382134e-12
6.103515625e-05	0.016445149586072436	3.8867009652339276e-13	0.016446028944313053	0.01644743224599887	0.01644544060600111	0.01644658707135706	0.016445265495065944	0.01644644409570393	0.016445905657971722	0.016446587404926643	2.9712964390823e-13	4.426625307204242e-13	3.555813771360785e-13	3.143545508014608e-13	4.4266253072042437e-13	2.9712964390823e-13	3.1435455080146074e-13	3.5558137713607854e-13
0.0001220703125	0.01644541970914132	1.904753527488404e-12	0.016445184240609652	0.016445443542787465	0.016445526506717056	0.01644574571498203	0.01644528971096961	0.016445361719792585	0.016445249232827742	0.016445557004444437	1.9349877104644106e-12	1.9349877104644106e-12	1.9349877104644106e-12	1.9349877104644106e-12	1.9349877104644106e-12	1.9349877104644106e-12	1.9349877104644106e-12	1.9349877104644106e-12
