h1	h2	h3	mu	var	mu_cv1	mu_cv2	mu_cv3	var_cv1	var_cv2	var_cv3
0.0001	256.0	256.0	0.021319569716966323	3.1113103641629837e-09	0.021415882413048332	0.021504681719991557	0.021537622001951154	1.3078715992573176e-09	5.812762663365848e-10	5.231486397029255e-09
0.0001	128.0	128.0	0.014927951947359006	2.4886785786717816e-08	0.02134225494934127	0.02172208687986148	0.021898488140238828	2.1262203708033713e-08	9.449868314681643e-09	8.504881483213415e-08
0.0001	64.0	64.0	0.014906618720849767	6.801703104526516e-07	0.021553761852915063	0.022077670175150357	0.02493995298224273	1.4124812649307797e-08	1.3173496371087357e-08	1.1473382376665444e-07
0.0001	32.0	32.0	0.015457174903950514	3.953707386314477e-05	0.02085810849546218	0.025442380080323533	0.030532722986527178	1.7658260093522203e-06	9.184939914281859e-07	1.3124683328442507e-05
0.0001	16.0	16.0	0.01912365079023665	1.324083353028995e-06	0.024131852033556462	0.03403666422614349	0.0712994232413914	4.028343485351723e-07	3.4685082761168563e-07	9.250576198119421e-06
