h1	h2	h3	mu	var	mu_cv1	mu_cv2	mu_cv3	var_cv1	var_cv2	var_cv3
7e-05	256.0	256.0	0.017216579970310408	2.623046368644157e-09	0.021413851076934234	0.02151489777838535	0.02154833511608092	1.7778031286869847e-09	7.90134723860882e-10	7.111212514747964e-09
8e-05	128.0	128.0	0.020887149878782454	5.970097440697163e-08	0.02132998691848573	0.021734248241808526	0.02190443917583109	2.5465997415663734e-08	1.1318221073628385e-08	1.0186398966265427e-07
9e-05	64.0	64.0	0.019301539555675415	8.273038127745077e-07	0.021040684339806753	0.022612593031944284	0.023359330979103168	3.5912436030300993e-07	1.5961082680133906e-07	1.4364974412120505e-06
0.0001	32.0	32.0	0.02074790990729011	3.6120424769402453e-06	0.020356569990019217	0.025367506139935877	0.03008355673840609	3.048171591294013e-06	9.61064403267865e-07	1.5476736447248835e-05
