h1	h2	h3	mu	var	mu_cv1	mu_cv2	mu_cv3	var_cv1	var_cv2	var_cv3
1e-07	128.0	128.0	0.020920616274209766	4.8460026307614666e-08	0.021350026461623716	0.021736797762018062	0.02192818081486965	2.1181858004110825e-08	9.414159112938046e-09	8.472743201644196e-08
1e-06	128.0	128.0	0.014926108213115144	2.4313430596690224e-08	0.021350214206865854	0.02173665966302934	0.021928446076021714	2.1105151692743796e-08	9.38006741899718e-09	8.442060677097497e-08
1e-05	128.0	128.0	0.01742895228642246	3.052364240424045e-08	0.021349256007967013	0.02173533578835893	0.021925255500324474	2.118770199963656e-08	9.416756444282827e-09	8.47508079985458e-08
0.0001	128.0	128.0	0.014927951947359006	2.4886785786717816e-08	0.02134225494934127	0.02172208687986148	0.021898488140238828	2.1262203708033713e-08	9.449868314681643e-09	8.504881483213415e-08
