h	mu	var	mu_cv1	mu_cv2	mu_cv3	mu_cv4	var_cv1	var_cv2	var_cv3	var_cv4
0.05	9397.650390625	0.0	9400.3046875	9395.947265625	9395.890625	9396.2412109375	0.7360498905181885	0.0005549304187297821	0.00047142256516963243	0.03626572713255882
0.1	9396.09375	0.05873016640543938	9400.693359375	9395.8037109375	9396.185546875	9394.728515625	116.29716491699219	0.1527951955795288	0.12697239220142365	4.922040939331055
0.2	9396.6181640625	0.026180483400821686	9415.0029296875	9396.580078125	9395.9736328125	9395.90234375	12.566683769226074	0.016398200765252113	0.01412749383598566	1.0551714897155762
0.3	9393.4462890625	0.057752903550863266	9430.7109375	9396.4580078125	9396.0576171875	9394.0869140625	47.96998977661133	0.023270918056368828	0.01977180875837803	1.628185510635376
0.4	9398.146484375	0.0	9429.8310546875	9399.0087890625	9396.0224609375	9394.3515625	39.23976516723633	0.31008216738700867	0.2882799208164215	13.775849342346191
0.5	9397.3876953125	0.1639995127916336	9449.9970703125	9397.6533203125	9396.177734375	9393.1630859375	109.82511138916016	0.14376382529735565	0.12404803931713104	9.28652572631836
0.6	9399.2763671875	0.04900273680686951	9447.806640625	9397.9013671875	9395.796875	9395.595703125	126.19114685058594	0.1668522208929062	0.14303509891033173	10.765745162963867
0.7	9404.8271484375	0.0	9478.0888671875	9397.1796875	9396.2763671875	9392.8876953125	246.31944274902344	0.12124153971672058	0.10050299018621445	8.286606788635254
0.8	9394.2578125	0.2695070803165436	9392.7431640625	9396.3974609375	9395.3359375	9401.0078125	2863.89892578125	0.2121276557445526	0.17405472695827484	14.821724891662598
0.9	9390.767578125	60.92094802856445	9343.1044921875	9397.8779296875	9384.8994140625	9424.0615234375	29800.654296875	197.34901428222656	166.6328887939453	4283.1484375
1.0	9393.9091796875	10.345723152160645	9321.2646484375	9397.248046875	9391.7099609375	9414.025390625	23140.2890625	25.166078567504883	20.943283081054688	923.2840576171875
1.25	9395.0927734375	1.4426140785217285	9328.09765625	9396.4326171875	9394.1533203125	9405.5546875	11873.607421875	3.6392834186553955	3.0052082538604736	171.15728759765625
1.5	9398.423828125	0.39539507031440735	9429.3798828125	9400.58203125	9397.486328125	9376.380859375	53.77875900268555	1.1722924709320068	1.2932929992675781	181.31190490722656
1.75	9402.7822265625	6.164740085601807	9466.5234375	9404.80859375	9400.93359375	9342.3671875	544.9053955078125	12.86086654663086	14.624283790588379	2191.369873046875
2.0	9403.857421875	47.737979888916016	9441.4296875	9397.7822265625	9412.123046875	9370.0107421875	9688.8955078125	169.5413818359375	146.5196075439453	3140.7099609375
