h	mu	var	mu_cv1	mu_cv2	mu_cv3	mu_cv4	var_cv1	var_cv2	var_cv3	var_cv4
0.05	9395.9208984375	0.18151655793190002	9395.9287109375	9396.142578125	9395.9580078125	9396.5341796875	1.838775634765625	0.35339149832725525	0.35339200496673584	1.8387763500213623
0.1	9396.0166015625	0.5784322619438171	9396.0537109375	9395.466796875	9396.0869140625	9394.8515625	5.814237117767334	1.125852108001709	1.125852108001709	5.814237117767334
0.2	9396.2734375	15.804694175720215	9396.3974609375	9398.3076171875	9396.6826171875	9401.9638671875	160.15187072753906	30.77035903930664	30.770381927490234	160.15188598632812
0.3	9396.267578125	32.61293411254883	9396.38671875	9399.3466796875	9396.724609375	9404.560546875	330.1532287597656	63.49159622192383	63.49150848388672	330.15325927734375
0.4	9397.482421875	57.54878234863281	9397.9912109375	9400.5791015625	9398.888671875	9407.6884765625	584.6007080078125	112.05147552490234	112.05130767822266	584.6011962890625
0.5	9396.9091796875	101.58210754394531	9397.2353515625	9402.037109375	9397.966796875	9411.3056640625	1029.4366455078125	197.7713623046875	197.7713623046875	1029.4376220703125
0.6	9396.8525390625	137.36305236816406	9397.1513671875	9403.0107421875	9397.9130859375	9413.7490234375	1391.2567138671875	267.42889404296875	267.4284973144531	1391.2557373046875
0.7	9396.76171875	158.16502380371094	9397.037109375	9403.5146484375	9397.78125	9415.0048828125	1601.2879638671875	307.9222106933594	307.9222106933594	1601.2877197265625
0.8	9395.85546875	168.1376190185547	9395.8369140625	9403.6240234375	9396.2099609375	9415.2431640625	1697.8255615234375	327.311767578125	327.3117980957031	1697.8251953125
0.9	9390.685546875	240.90980529785156	9389.1376953125	9403.3916015625	9387.2587890625	9414.427734375	2402.78662109375	468.77899169921875	468.7783508300781	2402.786865234375
1.0	9394.24609375	155.98956298828125	9393.73828125	9402.861328125	9393.388671875	9413.263671875	1570.1846923828125	303.63043212890625	303.6304016113281	1570.1844482421875
1.25	9395.2001953125	62.338687896728516	9394.98828125	9400.404296875	9394.9267578125	9407.1708984375	628.3214721679688	121.34651184082031	121.34642791748047	628.3214721679688
1.5	9398.84375	59.43791198730469	9399.779296875	9400.6787109375	9401.25	9408.0029296875	604.4756469726562	115.7336654663086	115.73348999023438	604.4752197265625
1.75	9402.4091796875	201.81126403808594	9404.4609375	9404.673828125	9407.63671875	9418.1728515625	2051.228759765625	392.9447326660156	392.9447326660156	2051.22802734375
2.0	9405.5439453125	119.94539642333984	9408.248046875	9401.6572265625	9412.95703125	9411.2900390625	1189.38427734375	233.35182189941406	233.35182189941406	1189.3851318359375
