h	mu	var	mu_cv1	mu_cv2	mu_cv3	mu_cv4	mu_cv5	mu_cv6	mu_cv7	mu_cv8	var_cv1	var_cv2	var_cv3	var_cv4	var_cv5	var_cv6	var_cv7	var_cv8
0.00024414062	0.0546830992540232	4.920758405877342e-06	0.058757740979391654	0.05689875553344094	0.0543002009396104	0.055985922838344984	0.0565663186636222	0.058202722350461866	0.05520341066172143	0.055856931694781495	4.8946654171291456e-06	4.038520489069865e-06	5.3738433661623424e-06	4.1211296330384354e-06	6.081025865256514e-06	4.359121323094196e-06	4.853376839756663e-06	4.3762560897339636e-06
0.00048828125	0.055900980647079275	6.15828358530252e-07	0.05608466592562437	0.05589322747860946	0.05578592586139086	0.05579495591032935	0.0559307044495951	0.05581714981721528	0.055891091688323596	0.05601012404554613	6.25603411840256e-07	6.25603411840256e-07	6.25603411840256e-07	6.25603411840256e-07	6.25603411840256e-07	6.25603411840256e-07	6.25603411840256e-07	6.25603411840256e-07
0.0009765625	0.05607161341484191	5.319938464363258e-07	0.05526801723663146	0.0556802280435573	0.05544766642283633	0.05588869071252479	0.05595726550562352	0.0559060772605677	0.05531046275034833	0.0561831136847288	7.387109027327315e-07	4.744121325900144e-07	4.836061155725316e-07	5.021786589274334e-07	5.421309705199087e-07	4.586883948560965e-07	6.052774032471808e-07	5.674242111419822e-07
0.001953125	0.056053901848116434	5.613038405021191e-07	0.05605262522689005	0.05602900981283536	0.05592575060901124	0.05600852444852076	0.056173395063776686	0.055935326469847634	0.05610813260170182	0.05619845055234789	5.70213425271994e-07	5.70213425271994e-07	5.70213425271994e-07	5.70213425271994e-07	5.70213425271994e-07	5.70213425271994e-07	5.70213425271994e-07	5.70213425271994e-07
0.00390625	0.055841581381057485	1.0716008931704088e-06	0.05584271007571994	0.05591961532584376	0.055914136015059325	0.055714882324336946	0.055558221775584324	0.0559540870801401	0.055964926091189734	0.055864072360585784	1.0886104311572405e-06	1.0886104311572405e-06	1.0886104311572405e-06	1.0886104311572405e-06	1.0886104311572405e-06	1.0886104311572405e-06	1.0886104311572405e-06	1.0886104311572405e-06
0.0078125	0.05586756886396182	2.0732422794603933e-07	0.056798221954637525	0.05593140554820917	0.056326525571116476	0.055965653807748	0.05611571615078416	0.05620812789434331	0.056466573501303685	0.055909134579458494	2.878842840200335e-07	1.848839601742106e-07	1.884669629408179e-07	1.9570490044299577e-07	2.1127478383742886e-07	1.7875623556245475e-07	2.3588368768176144e-07	2.211318557177752e-07
0.015625	0.05653957551463524	4.395400905480915e-07	0.05643824048533002	0.056650767821269765	0.056592950717071065	0.05641865775395313	0.056597712180265984	0.056448868244379447	0.05658074507834749	0.05658866183646494	4.465169173821882e-07	4.465169173821882e-07	4.465169173821882e-07	4.465169173821882e-07	4.465169173821882e-07	4.465169173821882e-07	4.465169173821882e-07	4.465169173821882e-07
0.03125	0.055658784982520304	7.200874491848111e-07	0.057388006621388106	0.056901494034465386	0.05610683972134191	0.05788445146782427	0.05572030094203519	0.05670885786399786	0.055942588913594306	0.05681588148512744	7.86368801908611e-07	7.728186866522183e-07	7.69278222710326e-07	7.927698412600973e-07	7.625402885960236e-07	6.10233765409166e-07	7.297558056108603e-07	7.669338353551547e-07
0.0625	0.05810499769829696	5.7543167501880355e-06	0.06203128099014364	0.06849744728877524	0.056261673605100336	0.06947807797523678	0.05829044787087397	0.06024626835471132	0.0534735315888131	0.06282291004352765	5.73455470951765e-06	4.636501562233313e-06	4.993687062694347e-06	6.132751753382102e-06	4.914663616787365e-06	3.606399192152002e-06	5.109983447176538e-06	4.650874994043325e-06
0.125	0.0772561067473991	0.00018624453096677116	0.07576709536390848	0.07590710730696316	0.08016184548272598	0.07694119027409045	0.07895427069526254	0.07550228066884067	0.07899893559391943	0.07581612859348216	0.0001892007933630691	0.0001892007933630691	0.0001892007933630691	0.0001892007933630691	0.0001892007933630691	0.0001892007933630691	0.0001892007933630691	0.0001892007933630691
0.25	0.0913164643805208	0.0004127259974390321	0.055381891441822886	0.03412715251986975	0.10181621056607233	0.0381252183573165	0.07588166293717595	0.05512724395567422	0.06517613751307869	0.049965403397018784	0.00045071587970334286	0.0004429494829400893	0.00044092022730805636	0.00045438470541885734	0.00043705830667445486	0.0003497621570610578	0.00041826752167203304	0.0004395765160537609
0.5	0.03461567222419384	0.0005161862640870827	0.03672996181153576	0.035182235058583804	0.02795121682366784	0.03498320857894851	0.034221737214180904	0.03727798787345264	0.03328265664538895	0.03729637378779227	0.0005243796968503697	0.0005243796968503697	0.0005243796968503697	0.0005243796968503697	0.0005243796968503697	0.0005243796968503697	0.0005243796968503697	0.0005243796968503697
1.0	0.04686323914102942	0.0004839568391775367	0.04764993297354395	0.045886440574472255	0.04131906065441881	0.04602439615964223	0.05008701966855978	0.04646036701587879	0.05106806518412331	0.04641063089759622	0.0004916386937676564	0.0004916386937676564	0.0004916386937676564	0.0004916386937676564	0.0004916386937676564	0.0004916386937676564	0.0004916386937676564	0.0004916386937676564
