h	mu	var	mu_cv1	mu_cv2	mu_cv3	mu_cv4	mu_cv5	mu_cv6	mu_cv7	mu_cv8	var_cv1	var_cv2	var_cv3	var_cv4	var_cv5	var_cv6	var_cv7	var_cv8
1.7763568394002505e-15	0.2657889027399696	4.957079232311016e-29	0.26578890273994854	0.2657889027399006	0.26578890273986044	0.2657889027398145	0.26578890273977146	0.26578890273972605	0.2657889027396835	0.26578890273963374	5.645696073827958e-29	4.5350673379929507e-29	4.0092624292401445e-29	3.78957681667904e-29	3.78957681667904e-29	4.009262429240144e-29	4.5350673379929496e-29	5.645696073827958e-29
3.552713678800501e-15	0.26578890273997813	5.791489191163174e-29	0.265788902739936	0.2657889027398464	0.26578890273975164	0.2657889027396736	0.26578890273956707	0.26578890273950023	0.265788902739391	0.2657889027393363	6.722380104619263e-29	5.806007487324264e-29	6.109127585566629e-29	6.566431013215357e-29	7.235012543616171e-29	8.687597542817356e-29	6.984943586323633e-29	6.861431982558122e-28
7.105427357601002e-15	0.26578890273998007	2.471069714080849e-28	0.26578890273988953	0.2657889027397331	0.26578890273954897	0.2657889027393971	0.265788902739173	0.2657889027390224	0.2657889027388277	0.26578890273869366	7.556570515506533e-28	2.5582436795419345e-28	1.5458385297642847e-28	1.8013729483443646e-28	1.7724596362233443e-28	2.4168846842212252e-28	1.7601711140677788e-28	2.7982359721282304e-27
1.4210854715202004e-14	0.2657889027400294	5.754532096989591e-28	0.2657889027398599	0.2657889027395	0.26578890273912914	0.2657889027388197	0.26578890273839056	0.2657889027381126	0.2657889027376885	0.2657889027375072	6.679482738087682e-28	5.768957747887816e-28	6.070143552954991e-28	6.524528800963953e-28	7.188843927722099e-28	8.63215958032886e-28	6.940370729602975e-28	6.81764728753829e-27
2.842170943040401e-14	0.2657889027400981	2.608006963833219e-27	0.26578890273976413	0.26578890273903794	0.2657889027382952	0.2657889027376794	0.2657889027368192	0.2657889027362696	0.265788902735413	0.26578890273505906	3.027203116105581e-27	2.614544801726257e-27	2.7510449834584664e-27	2.9569765641842767e-27	3.2580503000786865e-27	3.91217425135131e-27	3.145439957465501e-27	3.089820562849949e-26
5.684341886080802e-14	0.26578890274023553	8.941149372429759e-27	0.2657889027395662	0.26578890273811584	0.2657889027366352	0.26578890273539973	0.26578890273367706	0.2657889027325774	0.2657889027308685	0.2657889027301713	1.0378298684449258e-26	8.963563340638056e-27	9.431533147144128e-27	1.0137537789502794e-26	1.1169722627226864e-26	1.3412285640868552e-26	1.0783655447135786e-26	1.059297293663723e-25
1.1368683772161603e-13	0.26578890274026606	4.615297156150235e-26	0.2657889027386512	0.2657889027362971	0.26578890273339234	0.26578890273096856	0.2657889027273474	0.26578890272507066	0.26578890272184547	0.26578890271980155	1.4113652161141352e-25	4.7781148025282464e-26	2.887212825131616e-26	3.364482757521919e-26	3.3104804254765696e-26	4.5140940161529455e-26	3.287528753561074e-26	5.226356201449446e-25
2.2737367544323206e-13	0.2657889027410626	1.5617184796922131e-25	0.2657889027383855	0.265788902732586	0.2657889027266576	0.2657889027217175	0.2657889027148334	0.26578890271042876	0.2657889027035968	0.26578890270075683	1.8127401934752905e-25	1.5656334470969698e-25	1.647372054105602e-25	1.7706873518144062e-25	1.9509753739005086e-25	2.342675809090401e-25	1.8835424047779881e-25	1.8502365748454193e-24
4.547473508864641e-13	0.26578890274118916	8.30390890051116e-25	0.2657889027346891	0.26578890272529737	0.2657889027136885	0.2657889027039953	0.26578890268949634	0.265788902680398	0.26578890266749006	0.26578890265939903	2.539348558379388e-24	8.596852747283052e-25	5.194714763778867e-25	6.053425677818508e-25	5.956263906745527e-25	8.12182275815664e-25	5.914968929141154e-25	9.403335107171758e-24
9.094947017729282e-13	0.265788902742414	2.850438255131389e-24	0.26578890272941513	0.2657889027106247	0.2657889026874326	0.26578890266803495	0.2657889026390182	0.2657889026208323	0.2657889025950234	0.2657889025788258	8.716685552116533e-24	2.9509955176747385e-24	1.7831618656437413e-24	2.0779269538453604e-24	2.0445747539933526e-24	2.7879345219961706e-24	2.0303996485919626e-24	3.2278323903158896e-23
