h	mu	var	mu_cv1	mu_cv2	mu_cv3	mu_cv4	mu_cv5	mu_cv6	mu_cv7	mu_cv8	var_cv1	var_cv2	var_cv3	var_cv4	var_cv5	var_cv6	var_cv7	var_cv8
1.7763568394002505e-15	0.33172786755546424	2.5266518492981225e-18	0.3317278692452585	0.331727872373202	0.33172787467268233	0.331727877427514	0.33172787941518395	0.33172787997834513	0.33172788066327713	0.3317278835233318	3.957470700060136e-18	1.6026120989990482e-18	1.50322537486435e-18	1.602610895601295e-18	1.60261245504445e-18	1.50322416725729e-18	1.6026121172854672e-18	3.95746969893999e-18
3.552713678800501e-15	0.3317278706996748	1.9408602918623328e-17	0.3317278694680347	0.33172787560747	0.33172787894371	0.33172788481802434	0.33172788301021816	0.3317278891691978	0.33172789293378674	0.33172789557082727	1.3139261835188194e-17	1.30449974319699e-17	8.790512105904342e-18	8.387555682667392e-18	8.710971281505437e-18	7.608017415346134e-18	9.478856705820033e-18	1.555341924774948e-17
7.105427357601002e-15	0.33172787046514784	4.20462683350234e-18	0.33172787208721954	0.33172788031474326	0.33172788870245956	0.33172789368434236	0.331727904390034	0.33172790695006776	0.33172791575973115	0.3317279181469817	4.813382935320124e-18	4.198643786180176e-18	3.5180822912559204e-18	3.3469470764705623e-18	5.208488120940536e-18	3.3875120139514783e-18	5.0372494243347586e-18	1.1166556272267555e-17
1.4210854715202004e-14	0.3317278715621588	1.5486044733180334e-19	0.33172787782688007	0.3317278909635846	0.3317279045789733	0.33172791799664025	0.33172792992552197	0.3317279445839365	0.33172795817288797	0.3317279818656657	3.892056215397904e-19	3.282417854188083e-19	8.567154602619768e-20	1.365579069182826e-19	2.724143222895098e-18	1.5987593526136193e-19	4.629302537693503e-19	1.0756476517000849e-17
2.842170943040401e-14	0.33172787001033577	3.8201252209587905e-18	0.3317278855122357	0.3317279106453526	0.3317279384502272	0.33172796634249263	0.33172799398317	0.3317280217445775	0.3317280489601441	0.33172807700768975	4.3507997286156115e-18	3.494906326981309e-18	3.0896985366687896e-18	2.9203946979750737e-18	2.9204006312318334e-18	3.0896941836412802e-18	3.494906497245393e-18	4.350803478700844e-18
5.684341886080802e-14	0.3317278717208008	1.6674396382832657e-18	0.33172789902934	0.3317279510125339	0.33172800862722396	0.3317280641782684	0.33172811768806343	0.33172817325297393	0.3317282248463695	0.33172828137211824	2.7349552879371806e-18	2.9880967505261906e-18	1.2238854736327642e-18	8.382535288697697e-19	1.0386931432609486e-18	1.5148147933583733e-18	9.557686608352978e-19	1.886709537226843e-18
1.1368683772161603e-13	0.33172786981580343	1.0376348414077727e-17	0.3317279248148327	0.33172803305572907	0.33172814388221905	0.331728251909736	0.3317283615422031	0.3317284716674272	0.33172858159436686	0.33172869004123595	1.1817783996408483e-17	9.49297724394585e-18	8.392341898487682e-18	7.932484592010227e-18	7.932488167273847e-18	8.392335086063333e-18	9.492977943846154e-18	1.1817789235769709e-17
2.2737367544323206e-13	0.331727872295275	2.497438145243525e-18	0.33172797995849623	0.3317281985582867	0.3317284161088635	0.33172863366328825	0.331728851212033	0.3317290697243526	0.3317292873678199	0.3317295049094866	2.844371297226227e-18	2.284822434909097e-18	2.019915233158488e-18	1.909235101045196e-18	1.909234979534111e-18	2.0199140785881916e-18	2.284822437342517e-18	2.8443717122257403e-18
4.547473508864641e-13	0.33172787076504323	1.979216118121949e-18	0.3317280865743845	0.33172852454328344	0.33172896069438707	0.33172939711668026	0.33172983414847673	0.33173027071886124	0.33173070686141015	0.3317311441293744	2.2539722341662017e-18	1.8101411321363075e-18	1.6007384396668125e-18	1.513042283907916e-18	1.5130488331108802e-18	1.6003715815864666e-18	1.8106831155237474e-18	2.2540739759169145e-18
9.094947017729282e-13	0.33172823568122944	2.1254826961604899e-13	0.3317287028769054	0.33172913291720696	0.33172968868046204	0.3317302771116802	0.3317310547258753	0.33173164246376735	0.3317321982115384	0.3317326295048279	2.4207457142503734e-13	1.944532913116505e-13	1.719080448335299e-13	1.6248839646077273e-13	1.6248843398432157e-13	1.7190801596930485e-13	1.9445337784836514e-13	2.4207461998376835e-13
