h	mu	var	mu_cv1	mu_cv2	mu_cv3	mu_cv4	var_cv1	var_cv2	var_cv3	var_cv4
0.001	9800.4140625	1.647595581744099e-06	9800.416015625	9800.4150390625	9800.4150390625	9800.4228515625	0.0001287010236410424	5.525630513147917e-06	5.525644155568443e-06	0.0001287009217776358
0.01	9800.41015625	0.0003231434675399214	9800.4453125	9800.451171875	9800.39453125	9800.5615234375	0.038868751376867294	0.0007534408941864967	0.0007534147589467466	0.0388670340180397
0.025	9801.126953125	5.032167609897442e-05	9800.623046875	9800.455078125	9800.408203125	9800.1396484375	0.009050699882209301	0.00011495252692839131	0.0001149913077824749	0.00904578622430563
0.05	9800.6650390625	0.0018560171592980623	9800.9462890625	9800.5634765625	9800.357421875	9800.8232421875	0.25418755412101746	0.003739585867151618	0.003738310420885682	0.2542089819908142
0.075	9800.8603515625	0.0037701313849538565	9802.4833984375	9800.6279296875	9800.5234375	9799.806640625	0.5212565660476685	0.007977237924933434	0.007977237924933434	0.521263837814331
0.1	9800.5849609375	0.011290214024484158	9801.3896484375	9800.521484375	9800.6533203125	9800.109375	1.0330594778060913	0.03457176685333252	0.03457190468907356	1.033060073852539
0.125	9801.6708984375	0.0	9805.427734375	9801.03515625	9800.357421875	9800.791015625	0.37570568919181824	0.004286576062440872	0.004322616383433342	0.37624314427375793
0.15	9800.3125	0.12127873301506042	9801.55859375	9801.109375	9799.9833984375	9803.2177734375	14.74850082397461	0.27896109223365784	0.27896636724472046	14.748279571533203
0.175	9798.80078125	0.0034248291049152613	9808.40625	9801.2177734375	9800.4833984375	9800.0712890625	0.36154595017433167	0.004063439555466175	0.004071020521223545	0.3589739501476288
0.2	9800.6201171875	0.05118288844823837	9804.912109375	9801.375	9800.1005859375	9802.9404296875	7.338528633117676	0.10141842812299728	0.10140281170606613	7.338628768920898
