h	mu	var	mu_cv1	mu_cv2	mu_cv3	mu_cv4	var_cv1	var_cv2	var_cv3	var_cv4
0.001	9800.415470173017	6.93527691156772e-09	9800.416159745471	9800.418136241375	9800.41595561751	9800.415430808865	9.814716534097016e-09	2.4536808707875975e-07	2.0065299924886343e-07	9.741716474842448e-09
0.002	9800.414911866455	6.625170745970534e-07	9800.417526369743	9800.420463766763	9800.418475485885	9800.414543405515	1.1099279952835324e-06	2.774835566202674e-05	1.681903690611558e-05	1.093792544225925e-06
0.003	9800.41421023021	3.4065610469890203e-06	9800.421090666125	9800.432781938	9800.42235944199	9800.413437887475	5.426369338537037e-06	0.0001356597203357074	8.961293304060913e-05	5.3547986760630165e-06
0.004	9800.414935772753	5.905465253477768e-07	9800.42130522998	9800.439602465476	9800.419435976726	9800.414583368667	8.357216081826663e-07	2.0893054992866016e-05	1.708605263554535e-05	8.295064433543497e-07
0.005	9800.412724938204	1.5255388184039855e-05	9800.42325668616	9800.4311702159	9800.42755302639	9800.411049262304	2.7029396478906477e-05	0.0006757406693331555	0.0003730930684201412	2.6619690934285582e-05
0.006	9800.41342212502	8.607495087707856e-06	9800.424648294695	9800.444191088496	9800.426615693088	9800.412186675434	1.3627684973926536e-05	0.0003406932755336067	0.0002274413360387975	1.3450808156959154e-05
0.007	9800.413953575238	4.198389476593629e-06	9800.424378554491	9800.447089892063	9800.424818112677	9800.413021104454	6.263956125804508e-06	0.00015659916873573678	0.00011612743226147916	6.198612256048293e-06
0.008	9800.405276999576	0.00020921804374116493	9800.441154639137	9800.459265737303	9800.456763483013	9800.399111054498	0.0003830632190685141	0.009576681858677629	0.0050093732948812255	0.0003772984333566867
0.009	9800.412489616258	1.58809541599694e-05	9800.430502484302	9800.46588015883	9800.432662742463	9800.41069828484	2.4288038898053722e-05	0.0006072023813547471	0.0004307379098765403	2.40062406015215e-05
0.01	9800.410711027434	3.398751817804011e-05	9800.433282741164	9800.46546590656	9800.440500492932	9800.40788612183	5.431870790442097e-05	0.0013579727301142046	0.0008919269450897064	5.359630588647689e-05
