h	mu	var	mu_cv1	mu_cv2	mu_cv3	mu_cv4	var_cv1	var_cv2	var_cv3	var_cv4
0.001	9800.415268551198	1.0179797734996477e-07	9800.420871773455	9800.41652291674	9800.415064776122	9800.418535087207	1.9628827257973582e-05	1.95900355160667e-07	1.9543638864431642e-07	1.294979193908452e-05
0.002	9800.414489203291	2.0575833540122883e-06	9800.425390987903	9800.418414298452	9800.413641000923	9800.425588259604	0.00043330436705776236	4.324496956563499e-06	4.31762389644921e-06	0.00023813691620437909
0.003	9800.414905954955	6.909223114674782e-07	9800.4500932252	9800.420082528834	9800.414421464788	9800.424084623684	0.000123705673129105	1.234609657049056e-06	1.2321878167533616e-06	9.614495084286574e-05
0.004	9800.411142612977	3.5453912129635623e-05	9800.46359784875	9800.428342184056	9800.407577435984	9800.459491273818	0.0073512012003417	7.336695371015043e-05	7.323230664436606e-05	0.004169295866434111
0.005	9800.412376534801	1.8851695883276248e-05	9800.446644731588	9800.424415018797	9800.409803010301	9800.44636561448	0.003954554294390292	3.946753307095315e-05	3.9402192874776954e-05	0.0021905119921876
0.006	9800.40829601701	0.00010208647429096837	9800.472791589904	9800.434479907777	9800.402376986674	9800.482855908496	0.021871107222831566	0.00021827988778690474	0.00021800514770691046	0.011611140244812699
0.007	9800.412528853023	1.781669455105738e-05	9800.47932471766	9800.42729101048	9800.410139425494	9800.449286793078	0.0034939074546267187	3.487004629641098e-05	3.4788760358950214e-05	0.0022239523669399675
0.008	9800.410251379266	4.242978319012566e-05	9800.503074828064	9800.433812171923	9800.406024095746	9800.474825265104	0.008341434339822333	8.324955150952663e-05	8.305630629041783e-05	0.005281626740553335
0.009	9800.412740594229	1.5561357073446124e-05	9800.516502036571	9800.430670019512	9800.41051844292	9800.450618476423	0.0029140097296529058	2.9082483258609352e-05	2.901512672004924e-05	0.002048134035478481
0.01	9800.40291946651	0.0003100328747177223	9800.515330186241	9800.448552283713	9800.392605780311	9800.532860178502	0.0664212117904249	0.000662902636873734	0.0006620681550186997	0.03526289403458762
