h	mu	var	mu_cv1	mu_cv2	mu_cv3	mu_cv4	var_cv1	var_cv2	var_cv3	var_cv4
0.001	9395.8876953125	1.1127983725600643e-06	9395.8798828125	9395.880859375	9395.8798828125	9395.884765625	7.612238550791517e-05	3.9183009903354105e-06	3.91830599255627e-06	7.612237095599994e-05
0.01	9395.80859375	0.0001674709637882188	9395.9482421875	9395.908203125	9395.8642578125	9395.9736328125	0.02053123712539673	0.00038413694710470736	0.0003841327561531216	0.020531147718429565
0.025	9395.6865234375	2.685320760065224e-05	9396.2490234375	9395.9267578125	9395.890625	9395.8154296875	0.004059865605086088	5.3826872317586094e-05	5.3797451982973143e-05	0.0040598041377961636
0.05	9395.7421875	0.010046328417956829	9396.3427734375	9396.09375	9395.7578125	9396.6845703125	1.2482763528823853	0.02262137457728386	0.02262035943567753	1.2482643127441406
0.075	9395.9482421875	0.0025233032647520304	9396.9892578125	9396.001953125	9395.96484375	9395.55078125	0.31335124373435974	0.005679273046553135	0.005679581314325333	0.31334447860717773
0.1	9396.0712890625	0.14109860360622406	9396.5771484375	9395.5654296875	9396.392578125	9393.822265625	12.197688102722168	0.4485437870025635	0.4485422968864441	12.197697639465332
0.125	9396.078125	0.0758366659283638	9396.19140625	9395.796875	9396.2705078125	9395.134765625	3.751894474029541	0.2812415659427643	0.2812417447566986	3.751893997192383
0.15	9395.8251953125	0.12093473225831985	9396.5732421875	9396.4990234375	9395.4462890625	9398.564453125	14.291108131408691	0.2910098135471344	0.29101821780204773	14.291200637817383
0.175	9395.6474609375	0.4964030385017395	9397.935546875	9397.2431640625	9395.001953125	9401.517578125	60.10601806640625	1.1595574617385864	1.1595778465270996	60.105499267578125
0.2	9395.5068359375	0.7644253969192505	9400.5517578125	9397.8857421875	9394.7890625	9403.33203125	96.00546264648438	1.6763654947280884	1.6762324571609497	96.00438690185547
