h	mu	var	mu_cv1	mu_cv2	mu_cv3	mu_cv4	var_cv1	var_cv2	var_cv3	var_cv4
0.05	9395.7421875	0.010046328417956829	9396.3427734375	9396.09375	9395.7578125	9396.6845703125	1.2482763528823853	0.02262137457728386	0.02262035943567753	1.2482643127441406
0.1	9396.0712890625	0.14109860360622406	9396.5771484375	9395.5654296875	9396.392578125	9393.822265625	12.197688102722168	0.4485437870025635	0.4485422968864441	12.197697639465332
0.2	9395.5068359375	0.7644253969192505	9400.5517578125	9397.8857421875	9394.7890625	9403.33203125	96.00546264648438	1.6763654947280884	1.6762324571609497	96.00438690185547
0.3	9395.3115234375	2.2705721855163574	9400.03125	9398.75390625	9394.0087890625	9407.8720703125	273.5376281738281	5.324038028717041	5.3241286277771	273.5362243652344
0.4	9396.4248046875	0.32428207993507385	9423.84765625	9399.6650390625	9395.3662109375	9400.8212890625	22.859621047973633	0.26931801438331604	0.2694011926651001	22.9550724029541
0.5	9395.0712890625	4.694041728973389	9408.23828125	9400.9677734375	9393.166015625	9414.583984375	592.8668212890625	10.230106353759766	10.229535102844238	592.8746948242188
0.6	9394.8798828125	8.11607551574707	9406.8642578125	9401.78515625	9392.33203125	9419.2705078125	999.3748168945312	18.479612350463867	18.479228973388672	999.3887329101562
0.7	9394.767578125	10.740740776062012	9405.3798828125	9402.20703125	9391.7998046875	9422.0712890625	1300.6114501953125	25.12468147277832	25.125560760498047	1300.62451171875
0.8	9393.966796875	20.433679580688477	9395.5634765625	9402.2568359375	9390.162109375	9427.6865234375	2220.068603515625	53.76811218261719	53.76811218261719	2220.06787109375
0.9	9389.76171875	88.37367248535156	9380.6357421875	9400.6376953125	9382.7626953125	9432.4638671875	5766.47119140625	315.11700439453125	315.1172790527344	5766.47216796875
1.0	9392.90234375	33.32141876220703	9386.09375	9401.3701171875	9388.146484375	9429.69140625	3057.7607421875	101.81855010986328	101.81855010986328	3057.75927734375
1.25	9394.2060546875	11.288786888122559	9391.2578125	9399.5146484375	9391.458984375	9416.919921875	1100.921875	32.89427947998047	32.89427947998047	1100.921875
1.5	9397.6396484375	1.6039419174194336	9434.693359375	9399.8291015625	9398.037109375	9384.3203125	212.01512145996094	3.3555908203125	3.3555908203125	212.0205535888672
1.75	9400.5517578125	13.171399116516113	9464.6689453125	9403.16796875	9402.1552734375	9372.4677734375	1573.354248046875	31.169055938720703	31.169055938720703	1573.37744140625
2.0	9405.10546875	39.79414749145508	9431.4892578125	9399.875	9411.8662109375	9391.5703125	2909.857666015625	137.06947326660156	137.0692138671875	2909.85791015625
