h	mu	var	mu_cv1	mu_cv2	mu_cv3	mu_cv4	mu_cv5	mu_cv6	mu_cv7	mu_cv8	var_cv1	var_cv2	var_cv3	var_cv4	var_cv5	var_cv6	var_cv7	var_cv8
1.7763568394002505e-15	4.6204127410476925	2.5457676049872663e-19	4.62041274130174	4.620412741192763	4.62041274103437	4.620412740990952	4.620412740997546	4.620412740984656	4.620412740991936	4.6204127409796385	3.3449158449013445e-19	3.917370008200938e-19	5.785128701452487e-19	6.353414016023789e-19	1.1909248393508294e-18	1.325820976578061e-18	2.3882509925691724e-18	2.122545334543088e-18
3.552713678800501e-15	4.6204127432623014	3.9799410069006254e-18	4.620412743628289	4.62041274354429	4.62041274344589	4.620412743319878	4.620412743204069	4.620412743094632	4.620412742972261	4.620412742889101	4.043114673676826e-18	4.043114673676826e-18	4.043114673676826e-18	4.043114673676826e-18	4.043114673676826e-18	4.043114673676826e-18	4.043114673676826e-18	4.043114673676826e-18
7.105427357601002e-15	4.620412746486791	1.6223273020336235e-17	4.620412747226283	4.6204127470862515	4.620412746793705	4.620412746633998	4.620412746346642	4.620412746182741	4.620412745902337	4.6204127457223585	1.64807852905003e-17	1.64807852905003e-17	1.64807852905003e-17	1.64807852905003e-17	1.64807852905003e-17	1.64807852905003e-17	1.64807852905003e-17	1.64807852905003e-17
1.4210854715202004e-14	4.620412752943223	6.438147916623848e-17	4.620412754434346	4.620412754105461	4.620412753586168	4.620412753229163	4.620412752677867	4.620412752302039	4.6204127517550795	4.620412751455665	6.540340740697242e-17	6.540340740697242e-17	6.540340740697242e-17	6.540340740697242e-17	6.540340740697242e-17	6.540340740697242e-17	6.540340740697242e-17	6.540340740697242e-17
2.842170943040401e-14	4.620412765752682	2.571112303957397e-16	4.620412768714023	4.620412768101622	4.620412767047127	4.620412766332768	4.620412765165585	4.62041276448595	4.620412763396094	4.620412762778275	2.611923610369419e-16	2.611923610369419e-16	2.611923610369419e-16	2.611923610369419e-16	2.611923610369419e-16	2.611923610369419e-16	2.611923610369419e-16	2.611923610369419e-16
5.684341886080802e-14	4.620412786107831	7.209427709824843e-16	4.620412791267241	4.620412790012966	4.620412787978143	4.620412786488198	4.620412785750996	4.6204127843169225	4.620412782107829	4.620412780940359	7.323863070298252e-16	7.323863070298252e-16	7.323863070298252e-16	7.323863070298252e-16	7.323863070298252e-16	7.323863070298252e-16	7.323863070298252e-16	7.323863070298252e-16
1.1368683772161603e-13	4.6204127978138345	1.0239551858617042e-15	4.620412815397688	4.62041280439066	4.620412798214174	4.620412795194501	4.620412794467245	4.620412793145718	4.6204127944780256	4.620412793433371	1.3743133261171724e-15	1.6174923742445907e-15	2.4574404399994563e-15	2.6974822922154336e-15	5.2825067498894196e-15	5.888364564124084e-15	1.0933558365111133e-14	9.606609866518886e-15
