h1	h2	mu	var	mu_cv1	mu_cv2	mu_cv3	mu_cv4	mu_cv5	mu_cv6	mu_cv7	mu_cv8	var_cv1	var_cv2	var_cv3	var_cv4	var_cv5	var_cv6	var_cv7	var_cv8
1.7763568394002505e-15	1e-15	4.620412740254709	1.1270802978222558e-22	4.6204127402482005	4.620412740244972	4.62041274024666	4.620412740251355	4.620412740255294	4.620412740277141	4.620412740247717	4.620412740251576	1.0297349940849582e-22	7.150770135429974e-23	7.770705837635372e-23	6.592191827137575e-23	7.046026090944864e-23	1.7931450472708475e-22	7.950183105667302e-23	1.5893874708039149e-21
3.552713678800501e-15	1e-15	4.620412740325558	1.2548072572128534e-21	4.620412740310042	4.6204127402775015	4.62041274034259	4.620412740285764	4.620412740330784	4.620412740404183	4.620412740290637	4.620412740493156	1.1530113264873942e-21	7.611449250961096e-22	7.439928150014489e-22	7.175820363828469e-22	7.874347359986697e-22	8.379707500055448e-22	9.043329862519582e-22	1.4239739364537152e-21
7.105427357601002e-15	1e-15	4.62041274016915	1.1546977818637339e-21	4.620412740224557	4.620412740410267	4.620412740595474	4.620412740378057	4.620412740559415	4.620412740713865	4.620412740264497	4.6204127407741105	1.2033144205579263e-21	9.073399215000772e-22	9.32436094862207e-22	9.398523541707788e-22	9.02925132333327e-22	1.1310424159683222e-21	1.1398269123273438e-21	1.2780924227654013e-21
1.4210854715202004e-14	1e-15	4.620412740230257	4.7550641864584545e-21	4.620412740307976	4.620412740609487	4.620412740992887	4.6204127405103	4.62041274086387	4.62041274123332	4.620412740372089	4.620412741355481	4.369310771551499e-21	2.8843417610352225e-21	2.8193442214015365e-21	2.7192611633670074e-21	2.9839664146009055e-21	3.1754715154433864e-21	3.4269497333886176e-21	5.396117554118312e-21
2.842170943040401e-14	1e-15	4.620412740164171	4.119282678405628e-21	4.620412740385415	4.620412741131489	4.620412741825238	4.6204127409720375	4.620412741646977	4.620412742308271	4.620412740484664	4.620412742458267	4.2927182567887914e-21	3.23685528868736e-21	3.3263836777157237e-21	3.3528405298792885e-21	3.221105917008431e-21	4.034894243167588e-21	4.066232160550464e-21	4.559482196286321e-21
5.684341886080802e-14	1e-15	4.620412740088856	4.1120134658043426e-21	4.620412740590492	4.620412742106206	4.620412743553771	4.620412741728376	4.620412743187102	4.620412744515786	4.620412740780252	4.620412744918864	4.285142986023907e-21	3.231143277376164e-21	3.320513677515562e-21	3.3469238418215186e-21	3.2154216982863842e-21	4.0277739490855504e-21	4.059056565096387e-21	4.5514361727370424e-21
1.1368683772161603e-13	1e-15	4.6204127401357935	1.0258294432651377e-21	4.620412741175618	4.620412744059187	4.620412746889519	4.620412743360732	4.620412746209208	4.620412748788899	4.620412741484103	4.620412749681676	1.0684236477641432e-21	8.349545783253294e-22	1.213760720365343e-21	8.901574761670824e-22	8.0166487863279355e-22	1.4535081729276945e-21	1.025609982570515e-21	3.909369589582159e-21
2.2737367544323206e-13	1e-15	4.620412740109099	1.1949815880615259e-21	4.620412742185501	4.620412747951581	4.620412753688157	4.620412746537162	4.620412752259651	4.620412757553266	4.620412742814244	4.620412758968512	1.2452943097324983e-21	9.38994183011027e-22	9.649658836322411e-22	9.72640873110206e-22	9.34425375611982e-22	1.1705009601882734e-21	1.179591920242325e-21	1.3226810833398123e-21
4.547473508864641e-13	1e-15	4.620412740187392	5.2306817130603745e-21	4.620412744320923	4.620412755788804	4.62041276726866	4.620412752951024	4.620412764439124	4.6204127751056765	4.620412745542417	4.620412777930788	4.806343943057076e-21	3.172843333351523e-21	3.1013445210065674e-21	2.9912508186041333e-21	3.2824327801270454e-21	3.493092865807301e-21	3.769724781646648e-21	5.935855396490995e-21
9.094947017729282e-13	1e-15	4.620412743470941	1.3669446376657171e-17	4.620412751276217	4.620412768789437	4.620412788824532	4.620412764294205	4.620412782474785	4.620412801290473	4.6204127530406796	4.620412805528885	1.4244975788838893e-17	1.074119531287823e-17	1.1038286726251539e-17	1.1126081264810611e-17	1.0688932526262553e-17	1.3389411409320841e-17	1.3493403296905296e-17	1.5130206459048373e-17
