h1	h2	mu	var	mu_cv1	mu_cv2	mu_cv3	mu_cv4	mu_cv5	mu_cv6	mu_cv7	mu_cv8	var_cv1	var_cv2	var_cv3	var_cv4	var_cv5	var_cv6	var_cv7	var_cv8
9.5367431640625e-07	9.5367431640625e-07	0.11107146613179349	1.4323623381873269e-15	0.11107146572650432	0.11107146968205503	0.11107146628617788	0.11107147050152255	0.11107146299021707	0.1110714587449471	0.1110714611787747	0.1110714739441492	1.4550982483172846e-15	1.4550982483172846e-15	1.4550982483172846e-15	1.4550982483172846e-15	1.4550982483172846e-15	1.4550982483172846e-15	1.4550982483172846e-15	1.4550982483172846e-15
1.9073486328125e-06	9.5367431640625e-07	0.11107145974623765	2.324817086933716e-15	0.11107145741331031	0.11107146270371854	0.11107147184022509	0.1110714543255264	0.11107145955463815	0.1110714522248728	0.11107145502008546	0.11107146488752452	2.361718945456473e-15	2.361718945456473e-15	2.361718945456473e-15	2.361718945456473e-15	2.361718945456473e-15	2.361718945456473e-15	2.361718945456473e-15	2.361718945456473e-15
3.814697265625e-06	9.5367431640625e-07	0.11107145446467852	2.6476450649062936e-15	0.11107144555810369	0.11107145878406281	0.11107145154795486	0.11107146294167543	0.11107146491891719	0.1110714514957192	0.11107144882478519	0.11107145164620986	2.6896711770476636e-15	2.6896711770476636e-15	2.6896711770476636e-15	2.6896711770476636e-15	2.6896711770476636e-15	2.6896711770476636e-15	2.6896711770476636e-15	2.6896711770476636e-15
7.62939453125e-06	9.5367431640625e-07	0.11107147003306761	1.5075597106793627e-15	0.11107147245900559	0.111071470507185	0.11107147250483054	0.1110714693658534	0.11107146204857385	0.11107146401449218	0.11107147046533895	0.11107147889926114	1.5314892298964956e-15	1.5314892298964956e-15	1.5314892298964956e-15	1.5314892298964956e-15	1.5314892298964956e-15	1.5314892298964956e-15	1.5314892298964956e-15	1.5314892298964956e-15
1.52587890625e-05	9.5367431640625e-07	0.11107144915823691	8.369039977432779e-16	0.11107145392328026	0.11107153204551219	0.1110715514983178	0.11107152634608757	0.11107153584824049	0.11107142832695205	0.11107152143247409	0.11107132755236793	1.3080766732178951e-15	5.343625999452182e-16	4.978770627331096e-16	6.242851776324344e-16	5.683024588133556e-16	6.284804407777873e-16	2.1998250023873114e-15	2.3046565439199434e-15
3.0517578125e-05	9.5367431640625e-07	0.11107133312327004	6.56804347484405e-15	0.1110713219391252	0.11107137502109853	0.1110714191938895	0.11107141073611576	0.11107146305631233	0.11107149422452191	0.11107150068642636	0.11107151604780216	7.476666089941056e-15	6.005846531264125e-15	5.3095164986537925e-15	5.018584087768653e-15	5.018584087768652e-15	5.3095164986537925e-15	6.005846531264125e-15	7.476666089941054e-15
6.103515625e-05	9.5367431640625e-07	0.11107143680542476	3.7548475149679306e-14	0.11107144231728967	0.11107145849830727	0.11107143394133806	0.1110714391362547	0.11107138785713541	0.111071454789081	0.11107141133949572	0.1110714665644962	3.8144482691737704e-14	3.8144482691737704e-14	3.8144482691737704e-14	3.8144482691737704e-14	3.8144482691737704e-14	3.8144482691737704e-14	3.8144482691737704e-14	3.8144482691737704e-14
0.0001220703125	9.5367431640625e-07	0.11107160456484068	1.1687365861897608e-13	0.11107161935142178	0.11107159721157435	0.11107161215465772	0.11107166662299985	0.11107165100394407	0.11107159061224874	0.11107151582660056	0.11107158373527828	1.1872879605737253e-13	1.1872879605737253e-13	1.1872879605737253e-13	1.1872879605737253e-13	1.1872879605737253e-13	1.1872879605737253e-13	1.1872879605737253e-13	1.1872879605737253e-13
0.000244140625	9.5367431640625e-07	0.11107138734225527	5.09408183392113e-13	0.11107137163570821	0.11107132939923063	0.11107139684439434	0.11107131811215454	0.11107141605127735	0.11107133325125747	0.11107160787304897	0.11107132557097064	5.174940275729402e-13	5.174940275729402e-13	5.174940275729402e-13	5.174940275729402e-13	5.174940275729402e-13	5.174940275729402e-13	5.174940275729402e-13	5.174940275729402e-13
0.00048828125	9.5367431640625e-07	0.11107177437131145	2.007940053336435e-12	0.11107180724705189	0.11107186529451808	0.1110717483199761	0.11107167287407782	0.11107186149102054	0.11107200508007284	0.11107186684268185	0.11107136782109234	2.039812117675109e-12	2.039812117675109e-12	2.039812117675109e-12	2.039812117675109e-12	2.039812117675109e-12	2.039812117675109e-12	2.039812117675109e-12	2.039812117675109e-12
0.0009765625	9.5367431640625e-07	0.11106957646941779	3.782663403897008e-12	0.11107263257233196	0.11106865394513996	0.11107102919404747	0.11107278790567507	0.1110709894028011	0.11107132211633913	0.11107050513693809	0.11107168061225473	3.4588832991508177e-12	4.305956760167346e-12	2.8902997431260255e-12	4.305956760167345e-12	3.0578533514231863e-12	3.0578533514231863e-12	3.458883299150817e-12	2.890299743126025e-12
0.001953125	9.5367431640625e-07	0.11106676416360847	6.587863946156174e-12	0.11107071172390538	0.11106541158021607	0.11107095953929211	0.11107426061929755	0.11107136278736116	0.1110726978226407	0.11107228306120703	0.11107432678189326	7.117419154173124e-12	8.577402570413768e-12	4.1269490689512815e-12	5.747743990483452e-12	4.092329433280247e-12	4.426523443710694e-12	5.551519444577898e-12	5.910224385974148e-12
0.00390625	9.5367431640625e-07	0.11107753699002895	1.7698630538919978e-10	0.11107889787761198	0.11107220598456642	0.11106921855034312	0.11106706841341325	0.11106154495956297	0.11105461950038162	0.11105922104544456	0.11105873665337607	2.0147057688572936e-10	1.618370207770613e-10	1.4307330822319915e-10	1.3523367489590058e-10	1.3523367489590058e-10	1.4307330822319918e-10	1.6183702077706137e-10	2.014705768857295e-10
0.0078125	9.5367431640625e-07	0.11106441466775636	5.062664525592098e-11	0.11107481438283608	0.11106430503124294	0.1110700349984026	0.11107735189539016	0.11106861611975495	0.11107232552225345	0.11106775734408711	0.11106892252882382	4.629321699290851e-11	5.763033135851873e-11	3.8683373103663274e-11	5.7630331358518743e-11	4.092588748648433e-11	4.092588748648432e-11	4.6293216992908514e-11	3.8683373103663274e-11
0.015625	9.5367431640625e-07	0.11105348607308509	3.5961667202824576e-09	0.11105107104070129	0.11105287456992234	0.11104747942428049	0.11104595063596842	0.11105923560793016	0.11105646632387206	0.11104546949397452	0.11106934148803148	3.6532487317155125e-09	3.6532487317155125e-09	3.6532487317155125e-09	3.6532487317155125e-09	3.6532487317155125e-09	3.6532487317155125e-09	3.6532487317155125e-09	3.6532487317155125e-09
0.03125	9.5367431640625e-07	0.11106111912486408	3.8440251057857786e-08	0.11115760789029566	0.11111703523462002	0.11103331290267714	0.11087195954846889	0.11060881173857885	0.11043292969379012	0.10996669017561367	0.10931920869266229	6.007552208736854e-08	2.432810398579421e-08	2.281938435876821e-08	2.4328103985794183e-08	2.4328103985794177e-08	2.2819384358768194e-08	2.432810398579419e-08	6.007552208736921e-08
0.0625	9.5367431640625e-07	0.110419802456609	4.266729451338407e-07	0.11013990795785975	0.11134928432340721	0.11129738897007105	0.10978431484237608	0.11001267828739789	0.1077003770262023	0.10646358739446105	0.10459056967904752	6.668876336207724e-07	2.724303682415214e-07	2.538292005340447e-07	3.1827497068013853e-07	2.897336904621621e-07	3.204138125146474e-07	1.1215214828446451e-06	1.17496701863998e-06
