h	mu	var	mu_cv1	mu_cv2	mu_cv3	var_cv1	var_cv2	var_cv3
0.125	0.0	1.6100627072341895e-58	0.0	0.0	0.0	1.3370995812989835e-54	2.9714116437785215e-55	8.914817992741782e-55
0.25	0.0	1.6100627072341895e-58	0.0	0.0	0.0	1.3370995812989835e-54	2.9714116437785215e-55	8.914817992741782e-55
