
h = 1.7763568394002505e-15, Basis Matrix:
0 0 0

h = 3.552713678800501e-15, Basis Matrix:
0 0 0
0 0 1
0 1 0
1 0 0

h = 7.105427357601002e-15, Basis Matrix:
0 0 0

h = 1.4210854715202004e-14, Basis Matrix:
0 0 0
0 0 1

h = 2.842170943040401e-14, Basis Matrix:
0 0 0
1 0 0
1 0 1

h = 5.684341886080802e-14, Basis Matrix:
0 0 0
1 0 0
1 0 1
2 0 1

h = 1.1368683772161603e-13, Basis Matrix:
0 0 0

h = 2.2737367544323206e-13, Basis Matrix:
0 0 0

h = 4.547473508864641e-13, Basis Matrix:
0 0 0
0 0 1

h = 9.094947017729282e-13, Basis Matrix:
0 0 0
0 0 1
1 0 0

h = 1.8189894035458565e-12, Basis Matrix:
0 0 0
0 0 1
0 1 0
1 0 0

h = 3.637978807091713e-12, Basis Matrix:
0 0 0
0 1 0

h = 7.275957614183426e-12, Basis Matrix:
0 0 0
0 1 0
1 0 0

h = 1.4551915228366852e-11, Basis Matrix:
0 0 0
0 0 1
1 0 0
0 0 2
2 0 0

h = 2.9103830456733704e-11, Basis Matrix:
0 0 0
0 0 1
0 1 0
1 0 0

h = 5.820766091346741e-11, Basis Matrix:
0 0 0
0 0 1
1 0 0

h = 1.1641532182693481e-10, Basis Matrix:
0 0 0
0 0 1
1 0 0

h = 2.3283064365386963e-10, Basis Matrix:
0 0 0
1 0 0

h = 4.656612873077393e-10, Basis Matrix:
0 0 0
1 0 0

h = 9.313225746154785e-10, Basis Matrix:
0 0 0
1 0 0

h = 1.862645149230957e-09, Basis Matrix:
0 0 0
0 1 0
1 0 0

h = 3.725290298461914e-09, Basis Matrix:
0 0 0
0 0 1
0 1 0
1 0 0

h = 7.450580596923828e-09, Basis Matrix:
0 0 0
0 0 1
0 1 0
1 0 0

h = 1.4901161193847656e-08, Basis Matrix:
0 0 0

h = 2.9802322387695312e-08, Basis Matrix:
0 0 0
0 0 1
1 0 0
