h1	h2	mu	var	mu_cv1	mu_cv2	mu_cv3	mu_cv4	mu_cv5	mu_cv6	mu_cv7	mu_cv8	var_cv1	var_cv2	var_cv3	var_cv4	var_cv5	var_cv6	var_cv7	var_cv8
1.7763568394002505e-15	1e-15	5.448701768646198	5.462412566398353e-29	5.448701768646493	5.448701768647342	5.448701768648165	5.448701768647137	5.448701768647968	5.4487017686487365	5.448701768646596	5.448701768648958	5.689221339960696e-29	4.4460279542174426e-29	6.46312294412352e-29	4.7399764315711566e-29	4.2687644967041297e-29	7.739747929140743e-29	5.461243965843935e-29	2.0816900619326316e-28
3.552713678800501e-15	1e-15	5.448701768646188	2.951883721842744e-29	5.448701768646795	5.448701768648479	5.4487017686501416	5.448701768648067	5.44870176864973	5.448701768651264	5.448701768646983	5.448701768651674	3.0744510157832036e-29	2.402630227098663e-29	3.492666871848152e-29	2.561479767446182e-29	2.306837185406808e-29	4.18255407212142e-29	2.951252210965089e-29	1.1249437740277444e-28
7.105427357601002e-15	1e-15	5.448701768646195	1.1037887022279373e-28	5.448701768647397	5.448701768650747	5.448701768654074	5.448701768649935	5.448701768653251	5.448701768656325	5.448701768647783	5.448701768657137	1.1502618983956246e-28	8.673365188384481e-29	8.913262355083476e-29	8.984155218706908e-29	8.631163718168508e-29	1.0811762697520734e-28	1.0895734694247017e-28	1.2217430385763612e-28
1.4210854715202004e-14	1e-15	5.448701768646202	4.205499743409893e-29	5.448701768648588	5.4487017686552965	5.448701768661957	5.448701768653667	5.4487017686603085	5.448701768666451	5.448701768649355	5.448701768668085	4.382565348596969e-29	3.304603045911481e-29	3.3960052745228985e-29	3.423015871675792e-29	3.2885240380536765e-29	4.119345048418747e-29	4.1513388720530354e-29	4.6549126883386775e-29
2.842170943040401e-14	1e-15	5.44870176864621	3.333114410685731e-29	5.448701768650978	5.4487017686643995	5.448701768677713	5.448701768661133	5.448701768674416	5.448701768686708	5.448701768652513	5.4487017686899595	3.473449675528074e-29	2.6190989670570445e-29	2.6915407941742396e-29	2.712948335751816e-29	2.6063553750774315e-29	3.264831573224329e-29	3.290188624969604e-29	3.6893015119780694e-29
5.684341886080802e-14	1e-15	5.448701768646207	8.344564079773672e-29	5.4487017686557575	5.448701768682588	5.44870176870922	5.44870176867606	5.448701768702631	5.448701768727198	5.448701768658827	5.448701768733709	8.695898137306972e-29	6.557002391460125e-29	6.738362943170366e-29	6.791957443830714e-29	6.525098380142828e-29	8.173615698608381e-29	8.237097930866663e-29	9.236290472841372e-29
1.1368683772161603e-13	1e-15	5.448701768646202	8.571388370601452e-29	5.448701768665309	5.448701768718972	5.448701768772241	5.448701768705921	5.448701768759063	5.448701768808208	5.4487017686714445	5.448701768821231	8.932272489429966e-29	6.735236677059783e-29	6.921527022361701e-29	6.97657834383238e-29	6.702465441921993e-29	8.395793222396534e-29	8.461001046570041e-29	9.487353921615136e-29
2.2737367544323206e-13	1e-15	5.448701768646194	3.1394856804173796e-29	5.448701768684413	5.448701768791742	5.448701768898289	5.448701768765639	5.448701768871931	5.448701768970211	5.448701768696687	5.448701768996271	3.27166852809211e-29	2.4669491321121148e-29	2.5351826371392996e-29	2.5553465625120004e-29	2.454945846413667e-29	3.0751695592122195e-29	3.099053558092266e-29	3.474981005891857e-29
4.547473508864641e-13	1e-15	5.448701768646194	2.324421637357895e-29	5.448701768722645	5.448701768937291	5.448701769150375	5.448701768885095	5.448701769097666	5.448701769294216	5.448701768747182	5.448701769346341	2.420935625344441e-29	1.891919266708759e-29	2.7502541475241256e-29	2.0170032278200834e-29	1.816488308107898e-29	3.2934966620532506e-29	2.323924362503406e-29	8.858220362178746e-29
9.094947017729282e-13	1e-15	5.4487017686462	1.0432617151009385e-29	5.448701768799087	5.44870176922838	5.448701769654563	5.448701769123988	5.448701769549125	5.448701769942246	5.448701768848174	5.448701770046484	1.0865797375370599e-29	8.491432480651899e-30	1.2343865728985679e-29	9.05284227697848e-30	8.152878450793996e-30	1.47820813621339e-29	1.0430385250354045e-29	3.975802848872621e-29
