h	mu
1.7763568394002505e-15	11.688800334168356
3.552713678800501e-15	11.688800334168437
7.105427357601002e-15	11.68880033416821
1.4210854715202004e-14	11.688800334168347
2.842170943040401e-14	11.688800334168258
5.684341886080802e-14	11.688800334168281
1.1368683772161603e-13	11.688800334168185
2.2737367544323206e-13	11.688800334168386
4.547473508864641e-13	11.688800334168297
9.094947017729282e-13	11.688800334168342
1.8189894035458565e-12	11.688800334168308
3.637978807091713e-12	11.688800334168212
7.275957614183426e-12	11.688800334168262
1.4551915228366852e-11	11.688800334168363
2.9103830456733704e-11	11.688800334168333
5.820766091346741e-11	11.688800334168292
1.1641532182693481e-10	11.688800334168313
2.3283064365386963e-10	11.688800334168208
4.656612873077393e-10	11.688800334168166
9.313225746154785e-10	11.688800334168128
1.862645149230957e-09	11.688800334167606
3.725290298461914e-09	11.688023717208347
7.450580596923828e-09	11.804439910131029
1.4901161193847656e-08	11.63622088606275
2.9802322387695312e-08	11.631349908784145
5.960464477539063e-08	11.639631177041654
1.1920928955078125e-07	11.672967507395649
2.384185791015625e-07	11.763230438617244
4.76837158203125e-07	12.245531081841944
9.5367431640625e-07	11.636580157556708
1.9073486328125e-06	11.755332597115771
3.814697265625e-06	11.529225042069905
7.62939453125e-06	10.769355229480874
1.52587890625e-05	12.415299667080697
3.0517578125e-05	10.895220737121148
6.103515625e-05	-36.00274132915197
0.0001220703125	2.7127757291391172
0.000244140625	-17.879893708621655
0.00048828125	-0.15394941112278882
0.0009765625	5.477492032980902
0.001953125	-9.665299029845247
0.00390625	-4.2866767041389
0.0078125	7.863002385210352
0.015625	28.868541487897122
0.03125	32.056923584119666
0.0625	-18.53394006764547
0.125	18.876532893175842
0.25	-25.420847134482113
0.5	3.579317073815834
